state,STATE,OCC_TITLE,A_MEAN
WV,West Virginia,"Preschool Teachers, Except Special Education",29690
WI,Wisconsin,"Preschool Teachers, Except Special Education",26900
WY,Wyoming,"Preschool Teachers, Except Special Education",29440
GU,Guam,"Preschool Teachers, Except Special Education",29440
PR,Puerto Rico,"Preschool Teachers, Except Special Education",24440
VI,Virgin Islands,"Preschool Teachers, Except Special Education",27660
AL,Alabama,"Pressers, Textile, Garment, and Related Materials",21760
AK,Alaska,"Pressers, Textile, Garment, and Related Materials",23350
AZ,Arizona,"Pressers, Textile, Garment, and Related Materials",19680
AR,Arkansas,"Pressers, Textile, Garment, and Related Materials",19450
CA,California,"Pressers, Textile, Garment, and Related Materials",22570
CO,Colorado,"Pressers, Textile, Garment, and Related Materials",24560
CT,Connecticut,"Pressers, Textile, Garment, and Related Materials",24440
DE,Delaware,"Pressers, Textile, Garment, and Related Materials",19090
FL,Florida,"Pressers, Textile, Garment, and Related Materials",21810
GA,Georgia,"Pressers, Textile, Garment, and Related Materials",20750
HI,Hawaii,"Pressers, Textile, Garment, and Related Materials",22830
ID,Idaho,"Pressers, Textile, Garment, and Related Materials",20330
IL,Illinois,"Pressers, Textile, Garment, and Related Materials",20940
IN,Indiana,"Pressers, Textile, Garment, and Related Materials",21130
IA,Iowa,"Pressers, Textile, Garment, and Related Materials",21620
KS,Kansas,"Pressers, Textile, Garment, and Related Materials",19890
KY,Kentucky,"Pressers, Textile, Garment, and Related Materials",19440
LA,Louisiana,"Pressers, Textile, Garment, and Related Materials",20600
ME,Maine,"Pressers, Textile, Garment, and Related Materials",23350
MD,Maryland,"Pressers, Textile, Garment, and Related Materials",23160
MA,Massachusetts,"Pressers, Textile, Garment, and Related Materials",27210
MI,Michigan,"Pressers, Textile, Garment, and Related Materials",19930
MN,Minnesota,"Pressers, Textile, Garment, and Related Materials",21570
MS,Mississippi,"Pressers, Textile, Garment, and Related Materials",18190
MO,Missouri,"Pressers, Textile, Garment, and Related Materials",23930
MT,Montana,"Pressers, Textile, Garment, and Related Materials",20740
NE,Nebraska,"Pressers, Textile, Garment, and Related Materials",20760
NV,Nevada,"Pressers, Textile, Garment, and Related Materials",20500
NH,New Hampshire,"Pressers, Textile, Garment, and Related Materials",20980
NJ,New Jersey,"Pressers, Textile, Garment, and Related Materials",22020
NM,New Mexico,"Pressers, Textile, Garment, and Related Materials",19060
NY,New York,"Pressers, Textile, Garment, and Related Materials",21250
NC,North Carolina,"Pressers, Textile, Garment, and Related Materials",19940
ND,North Dakota,"Pressers, Textile, Garment, and Related Materials",23650
OH,Ohio,"Pressers, Textile, Garment, and Related Materials",22020
OK,Oklahoma,"Pressers, Textile, Garment, and Related Materials",19670
OR,Oregon,"Pressers, Textile, Garment, and Related Materials",21880
PA,Pennsylvania,"Pressers, Textile, Garment, and Related Materials",22670
RI,Rhode Island,"Pressers, Textile, Garment, and Related Materials",23330
SC,South Carolina,"Pressers, Textile, Garment, and Related Materials",19250
SD,South Dakota,"Pressers, Textile, Garment, and Related Materials",18680
TN,Tennessee,"Pressers, Textile, Garment, and Related Materials",22470
TX,Texas,"Pressers, Textile, Garment, and Related Materials",18540
UT,Utah,"Pressers, Textile, Garment, and Related Materials",19670
VT,Vermont,"Pressers, Textile, Garment, and Related Materials",23330
VA,Virginia,"Pressers, Textile, Garment, and Related Materials",20140
WA,Washington,"Pressers, Textile, Garment, and Related Materials",27960
WV,West Virginia,"Pressers, Textile, Garment, and Related Materials",19520
WI,Wisconsin,"Pressers, Textile, Garment, and Related Materials",22940
WY,Wyoming,"Pressers, Textile, Garment, and Related Materials",19370
PR,Puerto Rico,"Pressers, Textile, Garment, and Related Materials",16990
AL,Alabama,Print Binding and Finishing Workers,29160
AK,Alaska,Print Binding and Finishing Workers,46050
AZ,Arizona,Print Binding and Finishing Workers,28090
AR,Arkansas,Print Binding and Finishing Workers,28940
CA,California,Print Binding and Finishing Workers,30620
CO,Colorado,Print Binding and Finishing Workers,30890
CT,Connecticut,Print Binding and Finishing Workers,37180
DE,Delaware,Print Binding and Finishing Workers,29690
DC,District of Columbia,Print Binding and Finishing Workers,66860
FL,Florida,Print Binding and Finishing Workers,31550
GA,Georgia,Print Binding and Finishing Workers,31400
HI,Hawaii,Print Binding and Finishing Workers,26910
ID,Idaho,Print Binding and Finishing Workers,28890
IL,Illinois,Print Binding and Finishing Workers,32350
IN,Indiana,Print Binding and Finishing Workers,30870
IA,Iowa,Print Binding and Finishing Workers,32060
KS,Kansas,Print Binding and Finishing Workers,26730
KY,Kentucky,Print Binding and Finishing Workers,33600
LA,Louisiana,Print Binding and Finishing Workers,27910
ME,Maine,Print Binding and Finishing Workers,29210
MD,Maryland,Print Binding and Finishing Workers,36960
MA,Massachusetts,Print Binding and Finishing Workers,36400
MI,Michigan,Print Binding and Finishing Workers,30710
MN,Minnesota,Print Binding and Finishing Workers,37280
MS,Mississippi,Print Binding and Finishing Workers,28690
MO,Missouri,Print Binding and Finishing Workers,30460
MT,Montana,Print Binding and Finishing Workers,30600
NE,Nebraska,Print Binding and Finishing Workers,27980
NV,Nevada,Print Binding and Finishing Workers,28390
NH,New Hampshire,Print Binding and Finishing Workers,32790
NJ,New Jersey,Print Binding and Finishing Workers,28710
NM,New Mexico,Print Binding and Finishing Workers,29480
NY,New York,Print Binding and Finishing Workers,31820
NC,North Carolina,Print Binding and Finishing Workers,27080
ND,North Dakota,Print Binding and Finishing Workers,28810
OH,Ohio,Print Binding and Finishing Workers,27340
OK,Oklahoma,Print Binding and Finishing Workers,28330
OR,Oregon,Print Binding and Finishing Workers,30850
PA,Pennsylvania,Print Binding and Finishing Workers,33210
RI,Rhode Island,Print Binding and Finishing Workers,32530
SC,South Carolina,Print Binding and Finishing Workers,32930
SD,South Dakota,Print Binding and Finishing Workers,27910
TN,Tennessee,Print Binding and Finishing Workers,30650
TX,Texas,Print Binding and Finishing Workers,30610
UT,Utah,Print Binding and Finishing Workers,28000
VT,Vermont,Print Binding and Finishing Workers,32950
VA,Virginia,Print Binding and Finishing Workers,29550
WA,Washington,Print Binding and Finishing Workers,33120
WV,West Virginia,Print Binding and Finishing Workers,28860
WI,Wisconsin,Print Binding and Finishing Workers,31180
WY,Wyoming,Print Binding and Finishing Workers,25680
PR,Puerto Rico,Print Binding and Finishing Workers,18680
AL,Alabama,Printing Press Operators,30830
AK,Alaska,Printing Press Operators,47190
AZ,Arizona,Printing Press Operators,34560
AR,Arkansas,Printing Press Operators,30980
CA,California,Printing Press Operators,37290
CO,Colorado,Printing Press Operators,36010
CT,Connecticut,Printing Press Operators,38690
DE,Delaware,Printing Press Operators,41590
DC,District of Columbia,Printing Press Operators,80690
FL,Florida,Printing Press Operators,32170
GA,Georgia,Printing Press Operators,34730
HI,Hawaii,Printing Press Operators,31180
ID,Idaho,Printing Press Operators,32140
IL,Illinois,Printing Press Operators,39360
IN,Indiana,Printing Press Operators,36150
IA,Iowa,Printing Press Operators,34450
KS,Kansas,Printing Press Operators,37340
KY,Kentucky,Printing Press Operators,35680
LA,Louisiana,Printing Press Operators,33150
ME,Maine,Printing Press Operators,31090
MD,Maryland,Printing Press Operators,39730
MA,Massachusetts,Printing Press Operators,40830
MI,Michigan,Printing Press Operators,34310
MN,Minnesota,Printing Press Operators,40910
MS,Mississippi,Printing Press Operators,26960
MO,Missouri,Printing Press Operators,36190
MT,Montana,Printing Press Operators,33450
NE,Nebraska,Printing Press Operators,34370
NV,Nevada,Printing Press Operators,35920
NH,New Hampshire,Printing Press Operators,36400
NJ,New Jersey,Printing Press Operators,45050
NM,New Mexico,Printing Press Operators,33650
NY,New York,Printing Press Operators,38370
NC,North Carolina,Printing Press Operators,32910
ND,North Dakota,Printing Press Operators,34540
OH,Ohio,Printing Press Operators,35110
OK,Oklahoma,Printing Press Operators,31890
OR,Oregon,Printing Press Operators,38620
PA,Pennsylvania,Printing Press Operators,36510
RI,Rhode Island,Printing Press Operators,38530
SC,South Carolina,Printing Press Operators,34030
SD,South Dakota,Printing Press Operators,32850
TN,Tennessee,Printing Press Operators,33110
TX,Texas,Printing Press Operators,36990
UT,Utah,Printing Press Operators,32870
VT,Vermont,Printing Press Operators,36080
VA,Virginia,Printing Press Operators,35630
WA,Washington,Printing Press Operators,39620
WV,West Virginia,Printing Press Operators,29280
WI,Wisconsin,Printing Press Operators,39060
WY,Wyoming,Printing Press Operators,33220
PR,Puerto Rico,Printing Press Operators,28360
AL,Alabama,Private Detectives and Investigators,59640
AZ,Arizona,Private Detectives and Investigators,51540
AR,Arkansas,Private Detectives and Investigators,51390
CA,California,Private Detectives and Investigators,54410
CO,Colorado,Private Detectives and Investigators,53000
CT,Connecticut,Private Detectives and Investigators,52120
DE,Delaware,Private Detectives and Investigators,52930
FL,Florida,Private Detectives and Investigators,43170
GA,Georgia,Private Detectives and Investigators,40750
HI,Hawaii,Private Detectives and Investigators,58030
IL,Illinois,Private Detectives and Investigators,46140
IN,Indiana,Private Detectives and Investigators,0
IA,Iowa,Private Detectives and Investigators,45040
KY,Kentucky,Private Detectives and Investigators,50030
LA,Louisiana,Private Detectives and Investigators,39370
MD,Maryland,Private Detectives and Investigators,51220
MI,Michigan,Private Detectives and Investigators,44600
MN,Minnesota,Private Detectives and Investigators,0
MS,Mississippi,Private Detectives and Investigators,29940
MO,Missouri,Private Detectives and Investigators,48430
MT,Montana,Private Detectives and Investigators,41570
NE,Nebraska,Private Detectives and Investigators,66800
NV,Nevada,Private Detectives and Investigators,48880
NH,New Hampshire,Private Detectives and Investigators,41300
NJ,New Jersey,Private Detectives and Investigators,63520
NM,New Mexico,Private Detectives and Investigators,35240
NY,New York,Private Detectives and Investigators,54990
NC,North Carolina,Private Detectives and Investigators,57400
ND,North Dakota,Private Detectives and Investigators,39720
OH,Ohio,Private Detectives and Investigators,43730
OK,Oklahoma,Private Detectives and Investigators,33680
OR,Oregon,Private Detectives and Investigators,40240
PA,Pennsylvania,Private Detectives and Investigators,48100
RI,Rhode Island,Private Detectives and Investigators,53400
SC,South Carolina,Private Detectives and Investigators,50790
TN,Tennessee,Private Detectives and Investigators,53760
TX,Texas,Private Detectives and Investigators,54400
UT,Utah,Private Detectives and Investigators,46480
VA,Virginia,Private Detectives and Investigators,52610
WA,Washington,Private Detectives and Investigators,59220
WI,Wisconsin,Private Detectives and Investigators,42470
PR,Puerto Rico,Private Detectives and Investigators,22530
AL,Alabama,Probation Officers and Correctional Treatment Specialists,42100
AZ,Arizona,Probation Officers and Correctional Treatment Specialists,51290
AR,Arkansas,Probation Officers and Correctional Treatment Specialists,36310
CA,California,Probation Officers and Correctional Treatment Specialists,78060
CO,Colorado,Probation Officers and Correctional Treatment Specialists,55260
CT,Connecticut,Probation Officers and Correctional Treatment Specialists,76420
DC,District of Columbia,Probation Officers and Correctional Treatment Specialists,63240
FL,Florida,Probation Officers and Correctional Treatment Specialists,39790
GA,Georgia,Probation Officers and Correctional Treatment Specialists,36070
HI,Hawaii,Probation Officers and Correctional Treatment Specialists,54730
ID,Idaho,Probation Officers and Correctional Treatment Specialists,37350
IL,Illinois,Probation Officers and Correctional Treatment Specialists,68460
IN,Indiana,Probation Officers and Correctional Treatment Specialists,38550
IA,Iowa,Probation Officers and Correctional Treatment Specialists,64730
KS,Kansas,Probation Officers and Correctional Treatment Specialists,39050
KY,Kentucky,Probation Officers and Correctional Treatment Specialists,36360
LA,Louisiana,Probation Officers and Correctional Treatment Specialists,45830
ME,Maine,Probation Officers and Correctional Treatment Specialists,40060
MD,Maryland,Probation Officers and Correctional Treatment Specialists,54790
MA,Massachusetts,Probation Officers and Correctional Treatment Specialists,65990
MI,Michigan,Probation Officers and Correctional Treatment Specialists,54940
MN,Minnesota,Probation Officers and Correctional Treatment Specialists,64680
MS,Mississippi,Probation Officers and Correctional Treatment Specialists,31310
MO,Missouri,Probation Officers and Correctional Treatment Specialists,38380
MT,Montana,Probation Officers and Correctional Treatment Specialists,41300
NE,Nebraska,Probation Officers and Correctional Treatment Specialists,39370
NV,Nevada,Probation Officers and Correctional Treatment Specialists,59920
NH,New Hampshire,Probation Officers and Correctional Treatment Specialists,57450
NJ,New Jersey,Probation Officers and Correctional Treatment Specialists,73840
NM,New Mexico,Probation Officers and Correctional Treatment Specialists,36680
NY,New York,Probation Officers and Correctional Treatment Specialists,66270
NC,North Carolina,Probation Officers and Correctional Treatment Specialists,39440
ND,North Dakota,Probation Officers and Correctional Treatment Specialists,48730
OH,Ohio,Probation Officers and Correctional Treatment Specialists,47780
OK,Oklahoma,Probation Officers and Correctional Treatment Specialists,38800
OR,Oregon,Probation Officers and Correctional Treatment Specialists,54650
PA,Pennsylvania,Probation Officers and Correctional Treatment Specialists,51670
SC,South Carolina,Probation Officers and Correctional Treatment Specialists,39140
SD,South Dakota,Probation Officers and Correctional Treatment Specialists,39960
TN,Tennessee,Probation Officers and Correctional Treatment Specialists,38060
TX,Texas,Probation Officers and Correctional Treatment Specialists,42050
UT,Utah,Probation Officers and Correctional Treatment Specialists,45500
VT,Vermont,Probation Officers and Correctional Treatment Specialists,57680
VA,Virginia,Probation Officers and Correctional Treatment Specialists,46290
WA,Washington,Probation Officers and Correctional Treatment Specialists,54050
WV,West Virginia,Probation Officers and Correctional Treatment Specialists,39710
WI,Wisconsin,Probation Officers and Correctional Treatment Specialists,49740
WY,Wyoming,Probation Officers and Correctional Treatment Specialists,45050
PR,Puerto Rico,Probation Officers and Correctional Treatment Specialists,31230
AL,Alabama,Procurement Clerks,36850
AK,Alaska,Procurement Clerks,47150
AZ,Arizona,Procurement Clerks,36440
AR,Arkansas,Procurement Clerks,37320
CA,California,Procurement Clerks,44450
CO,Colorado,Procurement Clerks,45490
CT,Connecticut,Procurement Clerks,44510
DE,Delaware,Procurement Clerks,40620
DC,District of Columbia,Procurement Clerks,53380
FL,Florida,Procurement Clerks,38610
GA,Georgia,Procurement Clerks,38250
HI,Hawaii,Procurement Clerks,42510
ID,Idaho,Procurement Clerks,38610
IL,Illinois,Procurement Clerks,40800
IN,Indiana,Procurement Clerks,37390
IA,Iowa,Procurement Clerks,38210
KS,Kansas,Procurement Clerks,37250
KY,Kentucky,Procurement Clerks,39390
LA,Louisiana,Procurement Clerks,41240
ME,Maine,Procurement Clerks,35450
MD,Maryland,Procurement Clerks,47280
MA,Massachusetts,Procurement Clerks,45260
MI,Michigan,Procurement Clerks,36950
MN,Minnesota,Procurement Clerks,36970
MS,Mississippi,Procurement Clerks,40380
MO,Missouri,Procurement Clerks,40630
MT,Montana,Procurement Clerks,37450
NE,Nebraska,Procurement Clerks,33220
NV,Nevada,Procurement Clerks,39220
NH,New Hampshire,Procurement Clerks,36000
NJ,New Jersey,Procurement Clerks,42720
NM,New Mexico,Procurement Clerks,37200
NY,New York,Procurement Clerks,40840
NC,North Carolina,Procurement Clerks,39230
ND,North Dakota,Procurement Clerks,36850
OH,Ohio,Procurement Clerks,38400
OK,Oklahoma,Procurement Clerks,38850
OR,Oregon,Procurement Clerks,37370
PA,Pennsylvania,Procurement Clerks,39800
RI,Rhode Island,Procurement Clerks,42210
SC,South Carolina,Procurement Clerks,35840
SD,South Dakota,Procurement Clerks,35090
TN,Tennessee,Procurement Clerks,38680
TX,Texas,Procurement Clerks,39450
UT,Utah,Procurement Clerks,36160
VT,Vermont,Procurement Clerks,40070
VA,Virginia,Procurement Clerks,42170
WA,Washington,Procurement Clerks,43560
WV,West Virginia,Procurement Clerks,35890
WI,Wisconsin,Procurement Clerks,38000
WY,Wyoming,Procurement Clerks,38850
GU,Guam,Procurement Clerks,36720
PR,Puerto Rico,Procurement Clerks,24900
AL,Alabama,Producers and Directors,49650
AK,Alaska,Producers and Directors,51710
AZ,Arizona,Producers and Directors,50490
AR,Arkansas,Producers and Directors,50000
CA,California,Producers and Directors,126270
CO,Colorado,Producers and Directors,58200
CT,Connecticut,Producers and Directors,0
DE,Delaware,Producers and Directors,68360
DC,District of Columbia,Producers and Directors,84610
FL,Florida,Producers and Directors,75810
GA,Georgia,Producers and Directors,61920
HI,Hawaii,Producers and Directors,58510
ID,Idaho,Producers and Directors,47210
IL,Illinois,Producers and Directors,79820
IN,Indiana,Producers and Directors,56560
IA,Iowa,Producers and Directors,47340
KS,Kansas,Producers and Directors,57040
KY,Kentucky,Producers and Directors,46970
LA,Louisiana,Producers and Directors,77030
ME,Maine,Producers and Directors,42600
MD,Maryland,Producers and Directors,68620
MA,Massachusetts,Producers and Directors,67860
MI,Michigan,Producers and Directors,68220
MN,Minnesota,Producers and Directors,67050
MS,Mississippi,Producers and Directors,46710
MO,Missouri,Producers and Directors,60320
MT,Montana,Producers and Directors,49300
NE,Nebraska,Producers and Directors,44620
NV,Nevada,Producers and Directors,66920
NH,New Hampshire,Producers and Directors,67750
NJ,New Jersey,Producers and Directors,83080
NM,New Mexico,Producers and Directors,66630
NY,New York,Producers and Directors,112240
NC,North Carolina,Producers and Directors,54980
ND,North Dakota,Producers and Directors,67250
OH,Ohio,Producers and Directors,54910
OK,Oklahoma,Producers and Directors,46480
OR,Oregon,Producers and Directors,70280
PA,Pennsylvania,Producers and Directors,79390
RI,Rhode Island,Producers and Directors,58720
SC,South Carolina,Producers and Directors,49570
SD,South Dakota,Producers and Directors,53540
TN,Tennessee,Producers and Directors,58100
TX,Texas,Producers and Directors,61100
UT,Utah,Producers and Directors,54520
VT,Vermont,Producers and Directors,52930
VA,Virginia,Producers and Directors,70140
WA,Washington,Producers and Directors,67130
WV,West Virginia,Producers and Directors,52450
WI,Wisconsin,Producers and Directors,53960
WY,Wyoming,Producers and Directors,52040
PR,Puerto Rico,Producers and Directors,0
AL,Alabama,Production Occupations,33820
AK,Alaska,Production Occupations,42680
AZ,Arizona,Production Occupations,35130
AR,Arkansas,Production Occupations,31400
CA,California,Production Occupations,35220
CO,Colorado,Production Occupations,36820
CT,Connecticut,Production Occupations,41190
DE,Delaware,Production Occupations,35780
DC,District of Columbia,Production Occupations,54060
FL,Florida,Production Occupations,32430
GA,Georgia,Production Occupations,32080
HI,Hawaii,Production Occupations,36190
ID,Idaho,Production Occupations,32670
IL,Illinois,Production Occupations,35640
IN,Indiana,Production Occupations,34380
IA,Iowa,Production Occupations,33980
KS,Kansas,Production Occupations,36510
KY,Kentucky,Production Occupations,34620
LA,Louisiana,Production Occupations,42270
ME,Maine,Production Occupations,37250
MD,Maryland,Production Occupations,37900
MA,Massachusetts,Production Occupations,39110
MI,Michigan,Production Occupations,35630
MN,Minnesota,Production Occupations,36170
MS,Mississippi,Production Occupations,32780
MO,Missouri,Production Occupations,34610
MT,Montana,Production Occupations,36680
NE,Nebraska,Production Occupations,33520
NV,Nevada,Production Occupations,34900
NH,New Hampshire,Production Occupations,36660
NJ,New Jersey,Production Occupations,36380
NM,New Mexico,Production Occupations,36940
NY,New York,Production Occupations,36590
NC,North Carolina,Production Occupations,32970
ND,North Dakota,Production Occupations,41210
OH,Ohio,Production Occupations,35670
OK,Oklahoma,Production Occupations,35330
OR,Oregon,Production Occupations,35920
PA,Pennsylvania,Production Occupations,37080
RI,Rhode Island,Production Occupations,35240
SC,South Carolina,Production Occupations,35220
SD,South Dakota,Production Occupations,31490
TN,Tennessee,Production Occupations,33310
TX,Texas,Production Occupations,35750
UT,Utah,Production Occupations,34890
VT,Vermont,Production Occupations,36530
VA,Virginia,Production Occupations,35540
WA,Washington,Production Occupations,41800
WV,West Virginia,Production Occupations,36950
WI,Wisconsin,Production Occupations,35590
WY,Wyoming,Production Occupations,49450
GU,Guam,Production Occupations,28230
PR,Puerto Rico,Production Occupations,22740
VI,Virgin Islands,Production Occupations,28660
AL,Alabama,"Production Workers, All Other",33820
AK,Alaska,"Production Workers, All Other",0
AZ,Arizona,"Production Workers, All Other",32930
AR,Arkansas,"Production Workers, All Other",26650
CA,California,"Production Workers, All Other",31830
CO,Colorado,"Production Workers, All Other",30740
CT,Connecticut,"Production Workers, All Other",34450
DE,Delaware,"Production Workers, All Other",0
DC,District of Columbia,"Production Workers, All Other",54320
FL,Florida,"Production Workers, All Other",24110
GA,Georgia,"Production Workers, All Other",25250
HI,Hawaii,"Production Workers, All Other",27270
ID,Idaho,"Production Workers, All Other",37270
IL,Illinois,"Production Workers, All Other",32670
IN,Indiana,"Production Workers, All Other",34560
IA,Iowa,"Production Workers, All Other",29950
KS,Kansas,"Production Workers, All Other",33600
KY,Kentucky,"Production Workers, All Other",25700
LA,Louisiana,"Production Workers, All Other",35800
ME,Maine,"Production Workers, All Other",34650
MD,Maryland,"Production Workers, All Other",32270
MA,Massachusetts,"Production Workers, All Other",34340
MI,Michigan,"Production Workers, All Other",31800
MN,Minnesota,"Production Workers, All Other",31950
MS,Mississippi,"Production Workers, All Other",26930
MO,Missouri,"Production Workers, All Other",28630
MT,Montana,"Production Workers, All Other",30120
NE,Nebraska,"Production Workers, All Other",26750
NV,Nevada,"Production Workers, All Other",43500
NH,New Hampshire,"Production Workers, All Other",30710
NJ,New Jersey,"Production Workers, All Other",28900
NM,New Mexico,"Production Workers, All Other",33480
NY,New York,"Production Workers, All Other",31040
NC,North Carolina,"Production Workers, All Other",34110
ND,North Dakota,"Production Workers, All Other",36100
OH,Ohio,"Production Workers, All Other",33130
OK,Oklahoma,"Production Workers, All Other",29490
OR,Oregon,"Production Workers, All Other",31640
PA,Pennsylvania,"Production Workers, All Other",31830
RI,Rhode Island,"Production Workers, All Other",32220
SC,South Carolina,"Production Workers, All Other",36520
SD,South Dakota,"Production Workers, All Other",33150
TN,Tennessee,"Production Workers, All Other",33230
TX,Texas,"Production Workers, All Other",29340
UT,Utah,"Production Workers, All Other",29020
VT,Vermont,"Production Workers, All Other",29560
VA,Virginia,"Production Workers, All Other",29970
WA,Washington,"Production Workers, All Other",28320
WV,West Virginia,"Production Workers, All Other",31440
WI,Wisconsin,"Production Workers, All Other",30650
WY,Wyoming,"Production Workers, All Other",60110
PR,Puerto Rico,"Production Workers, All Other",23070
AL,Alabama,"Production, Planning, and Expediting Clerks",46540
AK,Alaska,"Production, Planning, and Expediting Clerks",54030
AZ,Arizona,"Production, Planning, and Expediting Clerks",45290
AR,Arkansas,"Production, Planning, and Expediting Clerks",40930
CA,California,"Production, Planning, and Expediting Clerks",50870
CO,Colorado,"Production, Planning, and Expediting Clerks",48220
CT,Connecticut,"Production, Planning, and Expediting Clerks",50920
DE,Delaware,"Production, Planning, and Expediting Clerks",52200
DC,District of Columbia,"Production, Planning, and Expediting Clerks",45200
FL,Florida,"Production, Planning, and Expediting Clerks",42080
GA,Georgia,"Production, Planning, and Expediting Clerks",46620
HI,Hawaii,"Production, Planning, and Expediting Clerks",46780
ID,Idaho,"Production, Planning, and Expediting Clerks",41300
IL,Illinois,"Production, Planning, and Expediting Clerks",45560
IN,Indiana,"Production, Planning, and Expediting Clerks",45030
IA,Iowa,"Production, Planning, and Expediting Clerks",43340
KS,Kansas,"Production, Planning, and Expediting Clerks",46570
KY,Kentucky,"Production, Planning, and Expediting Clerks",46570
LA,Louisiana,"Production, Planning, and Expediting Clerks",45230
ME,Maine,"Production, Planning, and Expediting Clerks",51660
MD,Maryland,"Production, Planning, and Expediting Clerks",47830
MA,Massachusetts,"Production, Planning, and Expediting Clerks",51130
MI,Michigan,"Production, Planning, and Expediting Clerks",47040
MN,Minnesota,"Production, Planning, and Expediting Clerks",46990
MS,Mississippi,"Production, Planning, and Expediting Clerks",46020
MO,Missouri,"Production, Planning, and Expediting Clerks",48250
MT,Montana,"Production, Planning, and Expediting Clerks",48560
NE,Nebraska,"Production, Planning, and Expediting Clerks",42620
NV,Nevada,"Production, Planning, and Expediting Clerks",42410
NH,New Hampshire,"Production, Planning, and Expediting Clerks",47500
NJ,New Jersey,"Production, Planning, and Expediting Clerks",45640
NM,New Mexico,"Production, Planning, and Expediting Clerks",55450
NY,New York,"Production, Planning, and Expediting Clerks",51280
NC,North Carolina,"Production, Planning, and Expediting Clerks",42160
ND,North Dakota,"Production, Planning, and Expediting Clerks",40610
OH,Ohio,"Production, Planning, and Expediting Clerks",43700
OK,Oklahoma,"Production, Planning, and Expediting Clerks",48040
OR,Oregon,"Production, Planning, and Expediting Clerks",45670
PA,Pennsylvania,"Production, Planning, and Expediting Clerks",48720
RI,Rhode Island,"Production, Planning, and Expediting Clerks",46380
SC,South Carolina,"Production, Planning, and Expediting Clerks",43630
SD,South Dakota,"Production, Planning, and Expediting Clerks",38290
TN,Tennessee,"Production, Planning, and Expediting Clerks",51720
TX,Texas,"Production, Planning, and Expediting Clerks",48380
UT,Utah,"Production, Planning, and Expediting Clerks",44130
VT,Vermont,"Production, Planning, and Expediting Clerks",44290
VA,Virginia,"Production, Planning, and Expediting Clerks",50000
WA,Washington,"Production, Planning, and Expediting Clerks",50570
WV,West Virginia,"Production, Planning, and Expediting Clerks",47990
WI,Wisconsin,"Production, Planning, and Expediting Clerks",44460
WY,Wyoming,"Production, Planning, and Expediting Clerks",54110
GU,Guam,"Production, Planning, and Expediting Clerks",38440
PR,Puerto Rico,"Production, Planning, and Expediting Clerks",31760
AL,Alabama,Proofreaders and Copy Markers,28130
AZ,Arizona,Proofreaders and Copy Markers,35330
AR,Arkansas,Proofreaders and Copy Markers,29680
CA,California,Proofreaders and Copy Markers,42150
CO,Colorado,Proofreaders and Copy Markers,39620
CT,Connecticut,Proofreaders and Copy Markers,37630
FL,Florida,Proofreaders and Copy Markers,33490
GA,Georgia,Proofreaders and Copy Markers,33440
ID,Idaho,Proofreaders and Copy Markers,35490
IL,Illinois,Proofreaders and Copy Markers,40230
IN,Indiana,Proofreaders and Copy Markers,32240
IA,Iowa,Proofreaders and Copy Markers,33130
KS,Kansas,Proofreaders and Copy Markers,30870
KY,Kentucky,Proofreaders and Copy Markers,35210
LA,Louisiana,Proofreaders and Copy Markers,40190
ME,Maine,Proofreaders and Copy Markers,29030
MD,Maryland,Proofreaders and Copy Markers,36350
MA,Massachusetts,Proofreaders and Copy Markers,46340
MI,Michigan,Proofreaders and Copy Markers,34100
MN,Minnesota,Proofreaders and Copy Markers,0
MS,Mississippi,Proofreaders and Copy Markers,31180
MO,Missouri,Proofreaders and Copy Markers,35890
NE,Nebraska,Proofreaders and Copy Markers,26820
NV,Nevada,Proofreaders and Copy Markers,34830
NH,New Hampshire,Proofreaders and Copy Markers,40900
NJ,New Jersey,Proofreaders and Copy Markers,37730
NM,New Mexico,Proofreaders and Copy Markers,20960
NY,New York,Proofreaders and Copy Markers,38800
NC,North Carolina,Proofreaders and Copy Markers,36060
OH,Ohio,Proofreaders and Copy Markers,30650
OK,Oklahoma,Proofreaders and Copy Markers,34520
OR,Oregon,Proofreaders and Copy Markers,47360
PA,Pennsylvania,Proofreaders and Copy Markers,35140
SC,South Carolina,Proofreaders and Copy Markers,29980
TN,Tennessee,Proofreaders and Copy Markers,34480
TX,Texas,Proofreaders and Copy Markers,36310
VA,Virginia,Proofreaders and Copy Markers,37470
WA,Washington,Proofreaders and Copy Markers,36560
WV,West Virginia,Proofreaders and Copy Markers,27430
WI,Wisconsin,Proofreaders and Copy Markers,34300
AL,Alabama,"Property, Real Estate, and Community Association Managers",72030
AK,Alaska,"Property, Real Estate, and Community Association Managers",62920
AZ,Arizona,"Property, Real Estate, and Community Association Managers",53500
AR,Arkansas,"Property, Real Estate, and Community Association Managers",46180
CA,California,"Property, Real Estate, and Community Association Managers",74280
CO,Colorado,"Property, Real Estate, and Community Association Managers",85120
CT,Connecticut,"Property, Real Estate, and Community Association Managers",74020
DE,Delaware,"Property, Real Estate, and Community Association Managers",66500
DC,District of Columbia,"Property, Real Estate, and Community Association Managers",82780
FL,Florida,"Property, Real Estate, and Community Association Managers",54880
GA,Georgia,"Property, Real Estate, and Community Association Managers",60910
HI,Hawaii,"Property, Real Estate, and Community Association Managers",53760
